Soil Moisture,Temperature,Soil Humidity,Time,Air temperature (C),Wind speed (Km/h),Air humidity (%),Wind gust (Km/h),Pressure (KPa),ph,rainfall,N,P,K,Watering Required,Risk of Disease,Soil Acidity,Acidity status,Soil Fertility,Optimal Growth Conditions,Evapotranspiration Rate,Irrigation Scheduling
65,5,35,13,35.44,13.8,4.32,36.62,101.38,5.791649933,101.5952794,77,58,19,15.88494412,65.16,1.754331012,acidic,143.554155,41.196,6.724,10.02141618
70,0,37,3,34.72,14.45,4.53,42.86,101.37,6.740000688,80.72515943,66,44,20,12.49596811,73.415,0.757810522,neutral,121.4180005,38.734,4.421,16.28245217
70,32,51,62,34.78,13.8,4.85,39.08,101.36,6.272417541,83.73280082,63,35,16,27.79843984,67.79,1.220171866,acidic,106.7906923,61.12,20.065,-14.11984025
6,8,59,109,34.85,13.14,5.17,35.29,101.35,5.715208817,89.9622014,79,45,20,78.45655972,10.972,1.80282899,acidic,134.6006462,15.508,7.705,24.51133958
86,1,50,92,34.93,13.9,4.87,42.14,101.34,5.773454729,88.10234397,72,60,25,-4.581468794,87.74,1.741758757,acidic,145.1414183,48.116,4.599,-46.43070319
90,17,22,11,35.01,14.65,4.57,48.98,101.34,5.584171461,64.77791424,67,51,24,4.173417152,77.715,1.911674981,acidic,131.10892,65.726,12.989,-2.933374272
22,32,67,34,35.45,13.24,4.49,46.71,101.33,5.787268394,73.33636055,86,36,24,77.98572789,24.622,1.698712846,acidic,136.7510879,36.944,19.949,50.99909184
7,24,35,56,35.89,11.84,4.4,44.44,101.32,5.77597783,83.21030571,76,48,18,87.03793886,5.612,1.755178429,acidic,132.7431845,31.652,15.416,52.03690829
73,32,48,106,36.3,11.87,3.99,37.6,101.32,6.864793607,103.651438,75,53,18,21.0727124,70.981,0.67494722,neutral,137.0053555,62.318,19.551,-45.0954314
78,23,29,106,36.71,11.9,3.57,30.77,101.31,6.192360003,84.22969177,81,45,23,15.58306165,67.84,1.31420174,acidic,139.334652,65.476,15.189,-44.26890753
26,26,22,54,36.77,12.14,3.71,28.57,101.3,6.636803223,96.59195302,73,45,21,66.5686094,23.412,0.868456726,neutral,130.0457623,42.54,16.743,30.02241409
2,28,70,106,36.83,12.38,3.85,26.37,101.3,5.826426917,67.96704792,71,35,24,97.25159042,3.384,1.637570494,acidic,120.8784988,30.604,17.797,36.60988562
48,5,34,44,36.7,11.98,3.97,33.88,101.28,6.960358276,83.20711308,96,54,22,36.66757738,50.784,0.585870702,neutral,162.1722508,32.78,6.101,17.03786608
31,45,67,79,36.56,11.59,4.09,41.38,101.27,6.11275104,87.85092352,99,39,18,72.7028153,43.877,1.424079934,acidic,147.8789257,28.454,25.909,15.14472294
4,7,56,78,36.36,11.83,4.35,35.88,101.26,6.708446922,95.71388473,62,48,20,79.05222305,10.069,0.79181339,neutral,120.9959128,13.114,6.927,40.28583458
71,22,64,21,36.15,12.07,4.61,30.38,101.25,5.561510732,67.61013737,86,37,16,25.09497253,61.661,1.967756917,acidic,131.0930575,61.774,14.445,10.21695879
74,6,47,73,36.2,11.44,4.62,29.65,101.24,5.873242491,97.59081274,94,50,19,8.095837452,74.412,1.67784539,acidic,153.4112697,47.408,6.19,-27.77724382
58,20,31,67,36.25,10.8,4.63,28.92,101.23,6.995843776,64.23845455,76,39,24,37.76330909,49.27,0.48578034,neutral,130.2970906,53.544,12.931,1.228463635
76,3,70,78,36.12,11.14,4.7,31.86,101.22,5.714799723,75.82270467,77,52,17,8.925459066,78.902,1.831383857,acidic,136.5003598,45.532,4.546,-25.7468114
78,36,44,99,36,11.48,4.77,34.8,101.21,6.78073637,88.17251033,74,39,23,20.93449793,79.734,0.702476882,neutral,127.3465155,61.52,21.161,-41.9517531
5,14,41,88,35.88,11.83,4.84,37.74,101.2,5.513697923,104.2321615,81,49,20,79.7015677,5.859,2.015355795,acidic,140.0595885,21.006,10.28,31.73035155
8,32,38,110,35.75,12.17,4.91,40.68,101.19,5.798423908,67.10225139,63,42,21,93.10654972,13.191,1.685204283,acidic,116.7588967,30.494,19.395,28.86932458
31,6,40,94,35.59,12.04,4.59,38.52,101.18,6.352471866,67.72777298,99,38,21,57.0774454,35.262,1.166346491,acidic,149.5467303,25.764,6.439,13.68166811
30,34,53,78,35.43,11.9,4.27,36.36,101.18,6.822586546,103.2234212,90,52,25,65.07431576,34.14,0.70063121,neutral,156.6758106,39.036,20.479,12.03297364
58,25,37,27,35.48,11.88,4.22,35.83,101.17,6.655426355,107.2361366,68,40,19,31.78677268,52.104,0.840968463,neutral,118.9587984,58,15.986,8.32915902
28,9,66,19,35.52,11.85,4.17,35.29,101.16,6.121294041,75.03247667,60,57,24,60.24250467,29.875,1.374640159,acidic,129.8849058,26.966,7.989,51.990257
19,16,32,22,35.52,12.25,4.06,46.22,101.15,5.790770203,78.16077693,71,52,18,72.14984461,15.785,1.741584981,acidic,131.3535391,29.298,11.682,58.55176692
26,15,45,84,35.52,12.65,3.96,57.14,101.14,6.47444292,105.0083144,61,59,17,59.31033712,22.505,1.061076876,acidic,127.33211,31.638,11.372,12.49750568
51,37,65,10,35.42,12.48,3.88,57.14,101.14,6.455116637,62.49190812,88,38,15,53.83761838,54.644,1.08557064,acidic,133.8185816,46.108,22.328,37.25242756
4,45,67,110,35.33,12.31,3.8,57.14,101.13,6.606984086,107.9124111,65,60,22,95.77751778,18.783,0.910784852,neutral,136.3248889,14.578,26.284,20.62627667
80,25,63,19,35.24,12.76,3.98,63.86,101.12,6.330554389,74.52082026,78,37,22,16.40183595,71.048,1.15710404,acidic,128.4313881,68.632,16.41,0.143753922
68,24,45,17,35.15,13.2,4.17,70.59,101.11,6.528631266,62.91359494,78,58,15,30.16628101,59.33,1.042278898,neutral,141.8700419,61.696,16.029,16.62592152
8,9,41,16,35.34,12.52,4.12,50.88,101.1,5.721667141,69.93293255,92,60,23,81.27741349,11.356,1.826396751,acidic,163.505167,16.792,8.272,75.02012024
53,35,21,75,35.52,11.83,4.06,31.17,101.1,6.644205485,108.5054416,79,59,17,41.58091168,55.479,0.91717171,neutral,145.4509438,49.382,21.014,-11.05163248
79,32,66,19,35.53,12.03,3.96,43.49,101.1,6.376651091,78.96159541,91,55,15,20.01968092,76.239,1.204363158,acidic,152.0636558,65.262,19.624,-0.188478623
68,5,63,10,35.55,12.23,3.87,55.81,101.09,6.247040422,79.84925393,76,51,18,17.36914921,68.509,1.2901783,acidic,135.7729283,42.65,6.231,15.04522382
76,37,59,32,35.4,12.08,3.7,47.26,101.08,6.656730008,93.62039175,87,48,25,22.66592165,77.244,0.855093322,neutral,149.959711,58.544,22.222,-8.086117525
34,18,38,49,35.25,11.93,3.53,38.71,101.08,6.2048017,85.75692395,71,60,22,56.78961521,27.379,1.321796499,acidic,142.0433612,38.438,12.713,27.77292282
28,0,66,10,35.35,11.2,3.34,41.38,101.06,6.158860284,82.34162918,90,57,24,54.52967416,36.7,1.377620427,acidic,159.9112022,17.432,3.478,54.29751125
62,36,25,4,35.24,11.96,2.96,36.08,101.06,6.385684214,108.7603001,67,35,22,33.35993998,63.188,1.081215609,acidic,115.6699789,51.976,21.896,15.37190997
88,27,54,63,35.13,12.72,2.58,30.77,101.05,6.417820493,70.23401597,60,54,19,10.67919681,78.476,1.09606847,acidic,123.3924743,73.52,17.814,-28.57020479
1,23,39,66,35.03,12.44,2.74,30.77,101.05,6.381201909,65.50861389,83,58,23,96.57627722,-2.668,1.153177031,acidic,153.1668413,26.204,15.654,58.34741583
25,0,48,14,34.92,12.16,2.9,30.77,101.05,6.877869005,98.73771338,83,57,19,54.38245732,32.888,0.673876285,neutral,149.4145083,15.388,3.994,50.37868599
40,2,46,30,34.83,12.4,2.88,35.72,101.04,7.485996067,88.55123143,40,72,77,42.42575371,44.6,-0.123822052,neutral,166.0598028,24.824,5.096,30.43463057
77,22,58,100,34.73,12.63,2.86,40.68,101.04,6.920251378,79.92698081,23,72,84,17.15660384,64.919,0.377882976,neutral,154.944176,63.262,15.194,-38.97809424
66,22,48,87,34.74,11.54,2.99,37.24,101.04,5.996932037,68.54932919,39,58,85,30.39313416,55.912,1.331203303,acidic,158.4978524,58.084,14.719,-18.06479876
52,21,36,8,34.76,10.44,3.12,33.8,101.04,6.391173589,88.51048983,22,72,85,39.86190203,43.412,0.901332143,acidic,154.3738215,50.408,13.74,29.44685305
84,34,37,98,34.7,10.75,3.08,30.53,101.04,7.152811172,79.26357665,36,67,77,16.22328467,82.355,0.191629442,neutral,157.7930322,65.314,20.376,-44.779073
26,7,39,21,34.63,11.06,3.05,27.27,101.04,5.988992796,92.68373702,32,73,81,58.0482526,29.108,1.347181823,acidic,161.792295,23.228,7.009,47.69487889
38,34,40,34,34.56,11.29,3.1,26.82,101.04,6.231049028,74.6631118,58,70,84,63.13737764,40.597,1.156763117,acidic,187.6617343,42.222,20.586,34.60106646
48,24,68,19,34.49,11.52,3.16,26.37,101.04,7.550808267,82.61734721,59,70,84,46.52853056,41.496,-0.161286678,basic,188.8144342,51.224,15.66,29.71479584
12,20,43,108,34.48,9.75,3.52,25.3,101.04,7.010570541,81.84997529,42,62,75,80.57400494,7.495,0.344161048,neutral,157.7926006,29.866,12.844,21.44500741
51,0,46,2,34.46,7.98,3.87,24.24,101.04,8.753795334,81.98568791,28,74,81,31.44186242,60.184,-1.429613289,basic,158.1723433,30,2.031,35.40429363
83,26,36,86,34.26,9.14,3.7,31.48,101.04,8.718192847,93.55280105,58,66,79,10.17943979,76.802,-1.330127857,basic,179.397265,71.632,15.546,-42.06584032
64,3,57,84,34.07,10.31,3.52,38.71,101.04,7.976607593,74.58565097,43,66,79,21.52686981,67.503,-0.618466892,basic,164.9163747,38.754,4.568,-16.37569529
35,10,69,15,33.83,10.75,3.5,43.84,101.04,6.515499549,78.96514709,58,63,81,53.15697058,35.475,0.865413309,neutral,179.1608497,31.15,8.25,45.81045587
81,17,53,17,33.58,11.19,3.48,48.98,101.03,8.490127142,80.7108745,23,62,85,10.3138251,70.947,-1.208129408,basic,145.756911,61.046,11.932,-1.71326235
47,15,28,107,33.44,10.26,3.6,35.7,101.02,6.576415562,70.18185181,27,62,77,45.38362964,42.718,0.731501021,neutral,144.1034909,42.328,10.524,-9.554555543
18,40,38,32,33.31,9.34,3.72,22.43,101.02,6.481783043,71.58010169,28,72,84,86.56797966,29.382,0.83602234,acidic,159.6372481,27.108,22.62,56.52596949
54,40,39,44,33.13,9.44,3.88,33.44,101.02,7.966605025,73.50734019,50,56,76,50.13453196,61.872,-0.605940889,basic,160.5233765,45.216,22.612,13.94779794
60,18,43,42,32.95,9.54,4.05,44.44,101.02,8.140825437,82.52339655,39,71,84,31.28032069,52.972,-0.791282965,basic,169.3014222,52.332,11.601,6.242981035
20,38,63,21,32.82,9.01,4.17,39.86,101.02,7.228963452,66.96980581,25,78,76,84.35503884,30.263,0.095521679,neutral,155.8397256,30.534,21.353,61.40905826
39,16,20,82,32.69,8.48,4.29,35.29,101.02,6.492546046,90.46228334,31,70,77,49.62054333,36.654,0.841321656,acidic,155.2447822,40.236,10.105,4.861314998
19,17,51,5,32.64,8.41,4.14,27.82,101.02,7.528599957,71.31007253,26,80,83,73.99598549,17.753,-0.206471701,basic,164.02998,31.13,10.622,69.10697824
61,16,50,84,32.59,8.34,3.98,20.34,101.02,7.701446446,85.74904898,25,68,77,28.6561902,56.242,-0.391988635,basic,147.3089875,51.016,10.142,-16.72471469
40,28,52,9,32.45,8.36,3.94,21.34,101.02,8.519975748,89.31050665,31,78,76,54.95589867,40.488,-1.173979479,basic,160.936017,50.48,16.162,40.70684801
37,4,30,69,32.3,8.39,3.9,22.35,101.03,6.620900869,85.52950164,60,68,83,46.72409967,44.127,0.768600297,neutral,187.3346306,26.942,4.186,14.84114951
61,14,61,83,32.16,8.41,3.86,23.36,101.03,8.104396058,72.94940441,59,62,83,30.25211912,57.673,-0.725812936,basic,180.4269228,48.906,9.206,-12.38482132
70,8,43,44,32.02,8.43,3.82,24.36,101.03,6.204090835,72.32667516,22,67,78,18.38866497,70.519,1.08981179,acidic,144.1428636,47.37,6.226,-1.698002548
40,43,68,20,31.87,8.46,3.78,25.36,101.04,6.051091339,74.87445574,36,65,80,65.39110885,52.258,1.286496618,acidic,157.8357639,35.332,23.75,39.53766328
84,6,33,57,31.73,8.48,3.74,26.37,101.04,7.690962338,94.70992037,59,60,84,-1.063984074,84.604,-0.316855817,basic,179.7163264,52.296,5.27,-28.91297611
60,30,58,79,31.54,8.11,3.86,24.78,101.04,7.829211144,83.74606679,54,77,85,37.09278664,60.183,-0.440197323,basic,190.7195522,58.466,17.086,-12.62382004
5,29,37,92,31.34,7.74,3.99,23.18,101.04,6.761599706,78.92060234,43,68,81,92.51887953,10.272,0.597026161,neutral,168.8331198,32.144,16.399,37.3238193
8,25,66,66,31.15,7.37,4.12,21.59,101.04,6.654425315,83.75937135,28,76,82,86.51212573,10.161,0.671196545,neutral,161.7580977,33.822,14.212,45.8721886
58,44,52,23,30.96,7,4.24,20,101.04,6.129533877,76.57580954,42,79,85,47.41283809,70.74,1.236912744,acidic,180.4906737,43.992,23.528,19.52725714
1,27,69,69,30.75,6.48,4.5,17.94,101.04,8.829273328,91.76071648,32,60,83,92.7978567,6.464,-1.515149342,basic,151.1195087,32.804,14.742,48.97178506
65,7,35,108,30.54,5.97,4.75,15.89,101.05,8.621662982,76.32470713,22,78,76,21.81005857,69.471,-1.309961188,basic,151.8648359,45.106,4.463,-29.89741214
50,35,65,109,30.44,6.2,4.79,14.76,101.06,8.204862075,89.73119396,31,79,75,48.11676121,57.45,-0.856267381,basic,161.2565965,49.592,18.543,-19.41935819
2,15,65,94,30.35,6.44,4.83,13.64,101.06,6.18042747,93.35034262,28,58,81,85.38093148,6.122,1.119392367,acidic,144.4262992,21.576,8.627,34.99489721
28,17,57,19,30.13,5.85,5.22,17.63,101.08,7.978996755,81.20176515,57,58,77,62.69364697,28.725,-0.603027869,basic,170.1147023,37.006,9.274,50.13947046
56,13,43,81,29.91,5.25,5.61,21.62,101.09,7.863113671,81.70769297,49,55,78,32.47546141,57.935,-0.508869205,basic,160.2958204,47.438,6.917,-9.012307891
35,29,55,101,29.58,4.5,6.22,22.24,101.1,6.967843048,83.74879344,46,76,77,60.88424131,41.77,0.413713883,neutral,175.9774901,49.576,14.434,1.375361968
16,8,57,58,29.24,3.74,6.82,22.86,101.1,6.206582193,77.5429424,54,61,77,70.44541152,28.202,1.169023056,acidic,169.9446075,23.708,3.45,43.73711728
90,7,62,4,29.03,4.02,7.38,18.36,101.11,8.868741443,77.92798682,38,60,76,-4.299597364,95.966,-1.528621705,basic,151.491881,60.1,2.894,-3.378396046
33,44,29,31,28.83,4.29,7.93,13.87,101.12,8.766128654,82.2545577,59,55,79,70.17008846,53.827,-1.394586376,basic,170.4637099,34.986,21.337,38.82363269
40,38,58,32,28.68,4.04,8.25,15.7,101.12,8.736337905,70.52056697,36,76,75,62.42088661,55.822,-1.376661488,basic,163.1845635,44.792,18.141,34.84382991
75,15,56,51,28.54,3.79,8.56,17.52,101.13,8.081095263,72.78624223,57,68,81,15.37475155,77.407,-0.694284281,basic,182.2432333,61.59,6.448,-10.33587267
43,41,51,87,28.34,4.02,9.15,20.08,101.14,6.138243973,85.24819851,35,66,81,57.7053603,61.836,1.196811392,acidic,158.5967708,44.016,19.363,-0.074459553
87,15,54,47,28.14,4.25,9.74,22.64,101.15,7.496645259,85.37378769,35,64,78,0.503242462,89.065,-0.160893027,neutral,154.6523483,68.442,6.278,-24.11213631
90,44,29,35,28.22,5.06,9.64,23.56,101.16,8.380185271,75.6317566,52,60,79,13.98164868,106.298,-1.012571228,basic,168.2338703,64.7,21.132,-18.18952698
67,27,30,9,28.3,5.86,9.54,24.49,101.17,6.289614016,89.61857826,27,76,83,25.71428435,71.338,1.031158944,acidic,161.3027298,69.96,12.982,13.61442652
83,24,46,59,28.09,5.52,10.34,29.89,101.18,6.586777189,75.49101167,57,60,84,10.79979767,84.376,0.783880714,neutral,177.910744,75.668,11.106,-23.1473035
85,12,41,55,27.88,5.17,11.15,35.29,101.18,6.89655198,86.05078037,52,68,78,0.444843926,90.431,0.48485228,neutral,175.5275864,65.386,4.723,-26.31523411
62,23,47,22,27.74,5.62,11.73,34.08,101.18,7.806747656,80.25064637,43,79,79,29.93087073,65.996,-0.430627644,basic,176.7352766,65.26,10.229,14.92480609
88,38,46,101,27.61,6.07,12.3,32.88,101.17,7.150681303,78.26039559,44,74,85,11.65792088,101.651,0.213879044,neutral,178.4945231,71.626,17.738,-49.97811868
10,30,70,61,27.38,5.22,13.09,26.04,101.18,6.64919573,75.57790384,24,55,78,85.95741923,26.436,0.633672089,neutral,135.654437,41.428,13.161,48.82662885
20,39,50,97,27.16,4.36,13.88,19.2,101.19,7.778591618,72.9446671,29,77,75,80.74706658,44.028,-0.439230304,basic,157.7549859,38.232,17.08,21.61659987
62,12,51,36,26.84,3.78,14.36,19.69,101.2,6.358740355,90.7760707,20,60,78,21.53678586,73.914,0.914596446,acidic,135.9511182,56.732,3.204,4.76717879
50,26,28,102,26.52,3.2,14.83,20.17,101.2,8.255450758,77.81891424,56,67,78,42.98721715,62.39,-0.86811721,basic,177.8211845,65.224,9.831,-12.34567427
35,45,64,11,26.29,3.08,14.93,21.2,101.21,6.456148474,78.06910795,37,66,85,67.40717841,64.274,0.879643666,acidic,164.0193039,40.828,19.253,48.07926762
83,20,53,49,26.06,2.97,15.04,22.22,101.22,6.613072145,85.57925437,49,71,76,5.372149126,87.661,0.769304538,neutral,173.4291505,75.938,6.676,-21.17377631
5,0,61,2,25.94,2.86,15.08,18.85,101.24,8.165359297,69.40619137,59,69,80,76.59476173,33.578,-0.772397566,basic,184.2842485,16.992,-3.38,85.17814259
27,12,57,99,25.81,2.75,15.12,15.48,101.25,7.64867466,76.32565249,20,79,77,59.1988695,43.895,-0.34653719,basic,152.2459277,40.046,2.564,12.60230425
34,21,37,48,25.73,3.06,15.58,15.64,101.25,6.545888558,80.6405403,24,56,85,55.69789194,44.838,0.730186868,neutral,142.082122,52.852,7.05,29.80783791
32,3,58,4,25.65,3.38,16.05,15.79,101.25,7.104224797,80.1113384,51,72,75,48.66273232,56.084,0.284875567,neutral,175.7270426,34.164,-1.963,53.96659848
30,28,31,91,25.59,3.66,16.13,15.84,101.25,7.358099622,91.94595352,57,73,85,60.7718093,46.968,0.030986323,neutral,190.4493303,56.172,10.625,8.916213944
63,8,20,60,25.53,3.94,16.22,15.89,101.25,6.4740245,87.51312796,22,64,82,18.63137441,79.762,0.810296129,acidic,144.8318171,54.688,0.71,-7.253938388
61,20,54,96,25.51,3.83,15.56,18.03,101.25,7.840339389,94.00287214,52,73,79,25.53142557,67.779,-0.453113858,basic,180.3117624,65.182,6.864,-25.20086164
60,36,22,40,25.49,3.72,14.89,20.17,101.25,7.064790365,88.4585692,29,75,75,35.84128616,79.086,0.271939218,neutral,156.4546467,62.168,15.021,5.46242924
54,24,41,55,25.63,4.51,14.34,22.2,101.26,7.599033472,84.78344008,44,59,78,36.74131198,62.983,-0.248531647,basic,159.0806766,64.57,9.502,5.064967976
71,26,24,4,25.77,5.31,13.78,24.24,101.26,6.715587232,68.97806542,41,69,82,24.07038692,78.763,0.6385087,neutral,168.5009111,74.462,10.99,18.30658037
14,45,54,89,25.8,5.07,13.56,30.58,101.26,6.81712422,88.68168643,52,56,85,86.69566271,42.611,0.536270195,neutral,170.271987,28.834,20.46,26.89549407
39,15,21,26,25.82,4.83,13.34,36.92,101.27,7.985417393,65.23811143,34,76,80,51.45037771,49.059,-0.63791067,basic,165.7102078,47.206,5.43,40.42856657
40,37,62,36,25.74,4.85,13.36,33.84,101.27,7.545258424,65.78042032,42,74,83,61.33591594,59.565,-0.182969014,basic,174.6183191,49.718,16.432,34.2658739
50,1,41,99,25.65,4.86,13.38,30.77,101.27,7.728998197,74.63872762,34,71,79,31.55825448,70.178,-0.387038942,basic,160.5897013,38.732,-1.57,-9.891618286
73,9,34,100,25.64,5.1,13.32,33.84,101.28,7.354973451,82.69766829,27,73,79,10.96446634,84.25,-0.033288606,neutral,155.6515186,58.136,2.544,-35.80930049
37,41,34,73,25.62,5.34,13.25,36.92,101.28,7.313122235,69.64449182,30,70,79,65.59610164,59.612,0.014902242,neutral,155.9808144,44.032,18.661,17.60665245
43,0,66,69,25.38,5.22,14.4,33.46,101.28,7.785039076,87.27444866,57,57,75,35.22511027,65.446,-0.408177634,basic,167.7504726,34.976,-2.232,8.317665402
76,29,44,9,25.15,5.1,15.54,30,101.28,6.307004923,70.87150577,27,79,82,19.66369885,87.57,1.018851624,acidic,163.2149034,77.412,11.878,10.23854827
53,36,42,108,25.04,5.35,16.4,28.89,101.28,6.403982316,92.06630306,32,71,85,41.66673939,73.155,0.924594136,acidic,163.4827876,59.55,15.22,-22.61989092
71,9,55,82,24.94,5.59,17.26,27.78,101.28,7.599279991,79.20509212,31,76,82,12.48098158,86.047,-0.263479861,basic,164.580504,60.19,1.558,-23.76152764
26,9,65,53,24.83,5.84,18.12,26.67,101.28,7.217018459,68.81405149,33,75,84,59.3011897,46.232,0.121299429,neutral,167.5480871,38.328,1.4,38.85578455
12,41,36,44,24.82,6.28,18.26,33.01,101.28,7.561108006,72.85017344,47,80,77,88.45196531,41.464,-0.172271125,basic,180.2072244,35.352,17.534,56.14494797
67,13,35,93,24.82,6.72,18.41,39.34,101.28,7.489545074,79.45758333,54,62,80,18.08548333,79.606,-0.116135894,neutral,173.4573184,62.884,3.665,-25.337275
17,45,53,85,24.84,6.8,18.22,41.49,101.28,6.609696734,65.11365631,47,79,78,87.01126874,48.76,0.776591929,neutral,180.2267877,33.716,19.754,32.96590311
26,38,70,75,24.85,6.87,18.02,43.64,101.28,7.476800943,80.4986291,35,57,83,71.49427418,51.011,-0.158845071,neutral,152.3662393,45.042,16.342,24.35041127
78,39,34,63,24.91,6.96,17.3,41.18,101.28,7.325451279,73.64476535,53,73,77,21.58104693,97.828,0.066243314,neutral,180.0721841,69.448,17.094,-19.59342961
30,27,57,104,24.97,7.06,16.58,38.71,101.28,6.489389282,81.5284269,45,61,78,62.22031462,44.238,0.866693471,acidic,161.9425725,56.852,11.35,5.54147193
20,5,38,50,24.88,6.74,16.43,37.26,101.28,7.786366322,88.6810311,37,78,79,59.83479378,41.712,-0.426548433,basic,169.8495436,29.796,0.267,40.39569067
79,28,61,107,24.79,6.43,16.29,35.82,101.29,6.408437886,68.4951189,30,75,81,16.41397622,89.289,0.923985748,acidic,161.8859065,80.246,11.685,-41.04853567
40,17,42,49,24.66,6.44,16.19,34.12,101.28,8.423873703,78.44910564,37,55,82,47.95317887,50.082,-1.102720518,basic,151.1032884,51.664,6.219,23.96526831
10,11,53,82,24.52,6.44,16.09,32.43,101.28,8.719960893,77.33795356,53,65,76,75.20540929,27.782,-1.338566309,basic,171.0960274,30.584,3.249,37.79861393
84,8,55,93,24.45,6.27,15.62,34.39,101.28,7.811997977,94.78189594,22,60,85,-3.642379188,96.431,-0.537724401,basic,143.4316014,64.242,1.822,-46.93456878
11,8,32,110,24.38,6.1,15.14,36.36,101.28,6.317153205,94.03659867,60,61,78,69.65068027,30.37,1.067697755,acidic,176.8220072,27.392,1.898,17.7890204
63,28,38,95,24.29,5.92,14.94,34.39,101.28,7.114405288,78.69707199,42,67,77,30.7785856,73.896,0.245450394,neutral,163.8199163,71.268,11.886,-22.1091216
40,2,40,101,24.2,5.73,14.75,32.43,101.28,8.135900726,69.15759062,39,76,76,42.74348188,61.139,-0.769544561,basic,167.4048695,35.654,-1.133,0.752722814
33,37,34,62,24.11,5.24,14.77,30.01,101.28,7.714153038,90.82097601,35,63,76,62.9048048,54.402,-0.377378093,basic,152.0000929,47.268,16.165,20.7537072
75,11,64,107,24.02,4.76,14.79,27.59,101.28,7.103798069,76.77888672,30,65,82,10.70722266,86.158,0.213088471,neutral,154.0273414,62.38,2.967,-39.53366602
24,30,57,3,23.82,4.57,15.1,26.56,101.28,8.861479668,67.9545435,57,56,78,72.8790913,41.501,-1.490310255,basic,168.4969642,50.166,12.298,66.11363695
65,15,53,94,23.62,4.38,15.41,25.53,101.28,7.861128148,73.0926704,48,65,78,23.25846592,74.844,-0.492240203,basic,168.2972103,61.952,4.629,-21.92780112
35,25,46,94,23.51,3.98,15.27,23.68,101.28,7.4526709,69.09512477,36,56,83,59.09997505,47.984,-0.133667898,neutral,152.4831304,56.92,9.511,9.271462569
